291,761967,231013,5
292,611828,183691,4
293,842017,349674,6
294,939103,301544,8
295,865529,262018,9
296,903713,375711,6
297,981735,314858,8
298,807886,175014,3
299,892380,172702,2
300,301842,78562,7
301,853536,266617,5
302,292842,85788,7
303,440231,140796,4
304,724850,266134,5
305,690338,224751,5
306,804378,139649,3
307,840969,295659,9
308,884015,273500,8
309,247526,4293,1
310,577258,192427,4
311,776548,137304,2
312,838181,151717,3
313,842880,376353,6
314,762720,144078,2
315,578547,201127,4
316,751879,146730,3
317,292122,97388,7
318,863026,304275,8
319,764657,263918,9
320,783654,300779,9
321,845596,297407,8
322,739791,206096,4
323,842482,310140,6
324,611703,184045,4
325,806892,299307,9
326,287207,4275,1
327,795082,160662,3
328,919779,281712,8
329,316009,85006,7
330,287332,5004,1
331,790877,171418,3
332,774337,237078,5
